# curie_map:
#   <http: http://w3id.org/sssom/unknown_prefix/<http/
#   <https: http://w3id.org/sssom/unknown_prefix/<https/
#   DECIPHER: http://w3id.org/sssom/unknown_prefix/decipher/
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   HP: http://purl.obolibrary.org/obo/HP_
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   ICD9: http://w3id.org/sssom/unknown_prefix/icd9/
#   MEDGEN: http://w3id.org/sssom/unknown_prefix/medgen/
#   MESH: http://id.nlm.nih.gov/mesh/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   MedDRA: http://w3id.org/sssom/unknown_prefix/meddra/
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   OMIM: https://omim.org/entry/
#   OMIMPS: https://www.omim.org/phenotypicSeries/PS
#   ORDO: http://www.orpha.net/ORDO/Orphanet_
#   Orphanet: http://w3id.org/sssom/unknown_prefix/orphanet/
#   SCTID: http://snomed.info/id/
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: temp
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source
MONDO:0000909	Bartter disease type 4B	oio:hasDbXref	DOID:0110146		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0000909	Bartter disease type 4B	oio:hasDbXref	OMIM:613090		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0000909	Bartter disease type 4B	oio:hasDbXref	UMLS:C2751312		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0000909	Bartter disease type 4B	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C2751312>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0000909	Bartter disease type 4B	skos:exactMatch	DOID:0110146		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0000909	Bartter disease type 4B	skos:exactMatch	OMIM:613090		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0000959	malignant hypertensive renal disease	oio:hasDbXref	DOID:10177		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0000959	malignant hypertensive renal disease	oio:hasDbXref	ICD9:403.00		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0000959	malignant hypertensive renal disease	oio:hasDbXref	SCTID:65443008		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0000959	malignant hypertensive renal disease	oio:hasDbXref	UMLS:C0155593		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0000959	malignant hypertensive renal disease	skos:exactMatch	<http://identifiers.org/snomedct/65443008>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0000959	malignant hypertensive renal disease	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0155593>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0000959	malignant hypertensive renal disease	skos:exactMatch	DOID:10177		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0001304	benign hypertensive renal disease	oio:hasDbXref	DOID:11520		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0001304	benign hypertensive renal disease	oio:hasDbXref	ICD9:403.1		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0001304	benign hypertensive renal disease	oio:hasDbXref	ICD9:403.10		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0001304	benign hypertensive renal disease	oio:hasDbXref	SCTID:193003		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0001304	benign hypertensive renal disease	oio:hasDbXref	UMLS:C0155596		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0001304	benign hypertensive renal disease	skos:exactMatch	<http://identifiers.org/snomedct/193003>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0001304	benign hypertensive renal disease	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0155596>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0001304	benign hypertensive renal disease	skos:exactMatch	DOID:11520		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0001784	malignant renovascular hypertension	oio:hasDbXref	DOID:13730		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0001784	malignant renovascular hypertension	skos:exactMatch	DOID:13730		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0002350	familial nephrotic syndrome	oio:hasDbXref	DOID:2590		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0002350	familial nephrotic syndrome	oio:hasDbXref	NCIT:C35337		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0002350	familial nephrotic syndrome	oio:hasDbXref	OMIMPS:256300		semapv:UnspecifiedMatching	MONDO	OMIMPS
MONDO:0002350	familial nephrotic syndrome	oio:hasDbXref	SCTID:48796009		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0002350	familial nephrotic syndrome	oio:hasDbXref	UMLS:C3501848		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0002350	familial nephrotic syndrome	oio:hasDbXref	UMLS:CN043611		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0002350	familial nephrotic syndrome	skos:exactMatch	<http://identifiers.org/snomedct/48796009>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0002350	familial nephrotic syndrome	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C3501848>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0002350	familial nephrotic syndrome	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/CN043611>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0002350	familial nephrotic syndrome	skos:exactMatch	<https://omim.org/phenotypicSeries/PS256300>		semapv:UnspecifiedMatching	MONDO	<https
MONDO:0002350	familial nephrotic syndrome	skos:exactMatch	DOID:2590		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0002350	familial nephrotic syndrome	skos:exactMatch	NCIT:C35337		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0003008	hereditary renal cell carcinoma	oio:hasDbXref	DOID:4455		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0003008	hereditary renal cell carcinoma	oio:hasDbXref	GARD:0009571		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0003008	hereditary renal cell carcinoma	oio:hasDbXref	MESH:C536851		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0003008	hereditary renal cell carcinoma	oio:hasDbXref	NCIT:C39789		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0003008	hereditary renal cell carcinoma	oio:hasDbXref	SCTID:717736007		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0003008	hereditary renal cell carcinoma	skos:exactMatch	<http://identifiers.org/mesh/C536851>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0003008	hereditary renal cell carcinoma	skos:exactMatch	<http://identifiers.org/snomedct/717736007>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0003008	hereditary renal cell carcinoma	skos:exactMatch	DOID:4455		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0003008	hereditary renal cell carcinoma	skos:exactMatch	NCIT:C39789		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0003321	hereditary Wilms tumor	oio:hasDbXref	DOID:5183		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0003321	hereditary Wilms tumor	oio:hasDbXref	NCIT:C8496		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0003321	hereditary Wilms tumor	oio:hasDbXref	OMIMPS:194070		semapv:UnspecifiedMatching	MONDO	OMIMPS
MONDO:0003321	hereditary Wilms tumor	oio:hasDbXref	UMLS:C0677779		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0003321	hereditary Wilms tumor	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0677779>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0003321	hereditary Wilms tumor	skos:exactMatch	<https://omim.org/phenotypicSeries/PS194070>		semapv:UnspecifiedMatching	MONDO	<https
MONDO:0003321	hereditary Wilms tumor	skos:exactMatch	DOID:5183		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0003321	hereditary Wilms tumor	skos:exactMatch	NCIT:C8496		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0003789	hereditary papillary renal cell carcinoma	oio:hasDbXref	DOID:6163		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0003789	hereditary papillary renal cell carcinoma	oio:hasDbXref	NCIT:C9222		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0003789	hereditary papillary renal cell carcinoma	oio:hasDbXref	OMIM:605074		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0003789	hereditary papillary renal cell carcinoma	oio:hasDbXref	Orphanet:47044		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0003789	hereditary papillary renal cell carcinoma	oio:hasDbXref	SCTID:715561008		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0003789	hereditary papillary renal cell carcinoma	oio:hasDbXref	UMLS:C0879257		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0003789	hereditary papillary renal cell carcinoma	skos:exactMatch	<http://identifiers.org/snomedct/715561008>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0003789	hereditary papillary renal cell carcinoma	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0879257>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0003789	hereditary papillary renal cell carcinoma	skos:exactMatch	DOID:6163		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0003789	hereditary papillary renal cell carcinoma	skos:exactMatch	NCIT:C9222		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0003789	hereditary papillary renal cell carcinoma	skos:exactMatch	OMIM:605074		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0003789	hereditary papillary renal cell carcinoma	skos:exactMatch	ORDO:47044		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0003824	hereditary kidney oncocytoma	oio:hasDbXref	DOID:6244		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0003824	hereditary kidney oncocytoma	oio:hasDbXref	NCIT:C8960		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0003824	hereditary kidney oncocytoma	oio:hasDbXref	UMLS:C0879606		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0003824	hereditary kidney oncocytoma	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0879606>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0003824	hereditary kidney oncocytoma	skos:exactMatch	DOID:6244		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0003824	hereditary kidney oncocytoma	skos:exactMatch	NCIT:C8960		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	DOID:898		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	EFO:1001496		semapv:UnspecifiedMatching	MONDO	EFO
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	GARD:0010413		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	ICD9:753.12		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	ICD9:753.13		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	MESH:D016891		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	NCIT:C84578		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	Orphanet:730		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	SCTID:765330003		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	UMLS:C0085413		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0004691	autosomal dominant polycystic kidney disease	oio:hasDbXref	UMLS:CN119611		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0004691	autosomal dominant polycystic kidney disease	skos:exactMatch	<http://identifiers.org/mesh/D016891>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0004691	autosomal dominant polycystic kidney disease	skos:exactMatch	<http://identifiers.org/snomedct/765330003>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0004691	autosomal dominant polycystic kidney disease	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0085413>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0004691	autosomal dominant polycystic kidney disease	skos:exactMatch	DOID:898		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0004691	autosomal dominant polycystic kidney disease	skos:exactMatch	NCIT:C84578		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0004691	autosomal dominant polycystic kidney disease	skos:exactMatch	ORDO:730		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0005334	hereditary nephritis	oio:hasDbXref	EFO:0004128		semapv:UnspecifiedMatching	MONDO	EFO
MONDO:0005334	hereditary nephritis	oio:hasDbXref	MESH:D009394		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0005334	hereditary nephritis	oio:hasDbXref	SCTID:399340005		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0005334	hereditary nephritis	skos:exactMatch	<http://identifiers.org/mesh/D009394>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0005334	hereditary nephritis	skos:exactMatch	<http://identifiers.org/snomedct/399340005>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	DOID:2986		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	EFO:0004194		semapv:UnspecifiedMatching	MONDO	EFO
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	ICD9:583.9		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	MESH:D005922		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	NCIT:C34643		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	OMIMPS:161950		semapv:UnspecifiedMatching	MONDO	OMIMPS
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	Orphanet:34145		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	SCTID:68779003		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0005342	IgA glomerulonephritis	oio:hasDbXref	UMLS:C0017661		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0005342	IgA glomerulonephritis	skos:exactMatch	<http://identifiers.org/mesh/D005922>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0005342	IgA glomerulonephritis	skos:exactMatch	<http://identifiers.org/snomedct/68779003>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0005342	IgA glomerulonephritis	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0017661>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0005342	IgA glomerulonephritis	skos:exactMatch	<https://omim.org/phenotypicSeries/PS161950>		semapv:UnspecifiedMatching	MONDO	<https
MONDO:0005342	IgA glomerulonephritis	skos:exactMatch	DOID:2986		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0005342	IgA glomerulonephritis	skos:exactMatch	NCIT:C34643		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0005363	inherited focal segmental glomerulosclerosis	oio:hasDbXref	EFO:0004236		semapv:UnspecifiedMatching	MONDO	EFO
MONDO:0005363	inherited focal segmental glomerulosclerosis	oio:hasDbXref	OMIMPS:603278		semapv:UnspecifiedMatching	MONDO	OMIMPS
MONDO:0005363	inherited focal segmental glomerulosclerosis	skos:exactMatch	<https://omim.org/phenotypicSeries/PS603278>		semapv:UnspecifiedMatching	MONDO	<https
MONDO:0005798	HIV-associated nephropathy	oio:hasDbXref	EFO:0007313		semapv:UnspecifiedMatching	MONDO	EFO
MONDO:0005798	HIV-associated nephropathy	oio:hasDbXref	MESH:D016263		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0005798	HIV-associated nephropathy	oio:hasDbXref	NCIT:C26918		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0005798	HIV-associated nephropathy	oio:hasDbXref	UMLS:C0078911		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0005798	HIV-associated nephropathy	skos:exactMatch	<http://identifiers.org/mesh/D016263>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0005798	HIV-associated nephropathy	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0078911>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0005798	HIV-associated nephropathy	skos:exactMatch	NCIT:C26918		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	DOID:0080053		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	GARD:0005770		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	GARD:0007486		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	ICD9:275.49		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	MESH:C537045		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	NCIT:C129721		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	OMIM:103580		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	Orphanet:79443		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	SCTID:58833000		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	UMLS:C2931404		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0007078	Pseudohypoparathyroidism type 1A	oio:hasDbXref	UMLS:C3494506		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0007078	Pseudohypoparathyroidism type 1A	skos:exactMatch	<http://identifiers.org/mesh/C537045>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007078	Pseudohypoparathyroidism type 1A	skos:exactMatch	<http://identifiers.org/snomedct/58833000>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007078	Pseudohypoparathyroidism type 1A	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C2931404>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007078	Pseudohypoparathyroidism type 1A	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C3494506>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007078	Pseudohypoparathyroidism type 1A	skos:exactMatch	DOID:0080053		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0007078	Pseudohypoparathyroidism type 1A	skos:exactMatch	NCIT:C129721		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0007078	Pseudohypoparathyroidism type 1A	skos:exactMatch	OMIM:103580		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0007078	Pseudohypoparathyroidism type 1A	skos:exactMatch	ORDO:79443		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0007086	autosomal dominant Alport syndrome	oio:hasDbXref	DOID:0110032		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0007086	autosomal dominant Alport syndrome	oio:hasDbXref	GARD:0000624		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0007086	autosomal dominant Alport syndrome	oio:hasDbXref	OMIM:104200		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0007086	autosomal dominant Alport syndrome	oio:hasDbXref	Orphanet:88918		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0007086	autosomal dominant Alport syndrome	oio:hasDbXref	SCTID:717766000		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0007086	autosomal dominant Alport syndrome	skos:exactMatch	<http://identifiers.org/snomedct/717766000>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007086	autosomal dominant Alport syndrome	skos:exactMatch	DOID:0110032		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0007086	autosomal dominant Alport syndrome	skos:exactMatch	OMIM:104200		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0007086	autosomal dominant Alport syndrome	skos:exactMatch	ORDO:88918		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	DOID:3052		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	EFO:0007164		semapv:UnspecifiedMatching	MONDO	EFO
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	GARD:0008576		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	ICD10CM:N15.0		semapv:UnspecifiedMatching	MONDO	ICD10CM
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	ICD9:583.89		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	MESH:D001449		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	NCIT:C123025		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	OMIM:124100		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	SCTID:26121002		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	UMLS:C0004698		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0007416	Balkan nephropathy	oio:hasDbXref	UMLS:C4049993		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0007416	Balkan nephropathy	skos:exactMatch	<http://identifiers.org/mesh/D001449>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007416	Balkan nephropathy	skos:exactMatch	<http://identifiers.org/snomedct/26121002>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007416	Balkan nephropathy	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0004698>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007416	Balkan nephropathy	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C4049993>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0007416	Balkan nephropathy	skos:exactMatch	DOID:3052		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0007416	Balkan nephropathy	skos:exactMatch	ICD10CM:N15.0		semapv:UnspecifiedMatching	MONDO	ICD10CM
MONDO:0007416	Balkan nephropathy	skos:exactMatch	NCIT:C123025		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0007416	Balkan nephropathy	skos:exactMatch	OMIM:124100		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0007450	neurohypophyseal diabetes insipidus	oio:hasDbXref	DOID:12388		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0007450	neurohypophyseal diabetes insipidus	oio:hasDbXref	NCIT:C84933		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0007450	neurohypophyseal diabetes insipidus	oio:hasDbXref	OMIM:125700		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0007450	neurohypophyseal diabetes insipidus	oio:hasDbXref	Orphanet:30925		semapv:UnspecifiedMatching	MONDO	Orphanet
