# curie_map:
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/0d7d9f69-fd6b-462c-887c-9919cf2ce91c
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
FBbt:00001356	ventral deutocerebral neuroblast	skos:closeMatch	ZFA:0000487	central zone of dorsal telencephalon	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dc
FBbt:00001405	longitudinal glioblast	skos:closeMatch	ZFA:0009010	glioblast	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	rdfs:label	glioblast
FBbt:00001627	posterior cervical tract	skos:closeMatch	ZFA:0001620	pronephric proximal convoluted tubule	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pct
FBbt:00001666	cardioblast	skos:closeMatch	ZFA:0009234	cardiac muscle myoblast	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasRelatedSynonym	cardioblast
FBbt:00001685	embryonic/larval plasmatocyte	skos:closeMatch	ZFA:0005107	pectoral lymphatic vessel	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pl
FBbt:00001685	embryonic/larval plasmatocyte	skos:closeMatch	ZFA:0009048	granulocyte	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	granulocyte
FBbt:00001685	embryonic/larval plasmatocyte	skos:closeMatch	ZFA:0009141	macrophage	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	macrophage
FBbt:00001685	embryonic/larval plasmatocyte	skos:closeMatch	ZFA:0009285	podocyte	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	podocyte
FBbt:00001906	embryonic/larval Malpighian tubule Type I cell	skos:closeMatch	ZFA:0000320	caudal commissure	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	pc
FBbt:00001906	embryonic/larval Malpighian tubule Type I cell	skos:closeMatch	ZFA:0000566	posterior crista	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pc
FBbt:00001956	optic nerve	skos:closeMatch	ZFA:0000435	cranial nerve II	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	optic nerve
FBbt:00001975	larval maxillary neuromere	skos:closeMatch	ZFA:0000270	maxilla	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	rdfs:label	maxilla
FBbt:00002085	larval prothoracic segmental nerve	skos:closeMatch	ZFA:0000442	supraneural	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	oio:hasExactSynonym	sn
FBbt:00002125	larval mesothoracic segmental nerve	skos:closeMatch	ZFA:0000442	supraneural	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	oio:hasExactSynonym	sn
FBbt:00002163	larval metathoracic segmental nerve	skos:closeMatch	ZFA:0000442	supraneural	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	oio:hasExactSynonym	sn
FBbt:00002597	larval abdominal median nerve	skos:closeMatch	ZFA:0005663	dorsal spinal nerve	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dorsal nerve
FBbt:00002635	paraesophageal ganglion	skos:closeMatch	ZFA:0000212	granular eminence	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	eg
FBbt:00002708	ventral organ sensillum	skos:closeMatch	ZFA:0005866	vestibulospinal neuron	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	v
FBbt:00002719	hypophysis	skos:closeMatch	ZFA:0000118	hypophysis	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	hypophysis
FBbt:00003125	alimentary canal	skos:closeMatch	ZFA:0000112	gut	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	alimentary canal
FBbt:00003144	adult posterior hindgut	skos:closeMatch	ZFA:0000706	posterior intestine	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	posterior intestine
FBbt:00003545	adult alary muscle cell	skos:closeMatch	ZFA:0000168	anterior macula	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	am
FBbt:00003598	abdominal neuroblast NB3-5	skos:closeMatch	ZFA:0000536	lateral zone of dorsal telencephalon	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dl
FBbt:00003682	bulb	skos:closeMatch	ZFA:0000042	midbrain hindbrain boundary	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	isthmus
FBbt:00003685	mushroom body calyx	skos:closeMatch	ZFA:0000011	caudal artery	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ca
FBbt:00003746	lamina intrinsic neuron	skos:closeMatch	ZFA:0000168	anterior macula	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	oio:hasExactSynonym	am
FBbt:00003746	lamina intrinsic neuron	skos:closeMatch	ZFA:0009255	amacrine cell	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	rdfs:label	amacrine cell
FBbt:00003764	s-LNv Pdf neuron	skos:closeMatch	ZFA:0009293	M cell	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	m cell
FBbt:00003767	distal medullary amacrine neuron	skos:closeMatch	ZFA:0000391	medial zone of dorsal telencephalon	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	dm
FBbt:00003832	proximal medullary amacrine neuron	skos:closeMatch	ZFA:0000558	posterior macula	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	pm
FBbt:00003870	lobula columnar neuron	skos:closeMatch	ZFA:0000166	lateral crista	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	lc
FBbt:00003874	lobula columnar neuron LC4	skos:closeMatch	ZFA:0005234	CoLA	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cola
FBbt:00003921	optic chiasma	skos:closeMatch	ZFA:0000556	optic chiasm	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	optic chiasm
FBbt:00004019	adult cervical connective	skos:closeMatch	ZFA:0000180	caudal vein	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cv
FBbt:00004019	adult cervical connective	skos:closeMatch	ZFA:0005219	choroid plexus vascular circuit	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cvc
FBbt:00004044	LN period neuron	skos:closeMatch	ZFA:0000166	lateral crista	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	lc
FBbt:00004086	campaniform sensillum of anterior crossvein	skos:closeMatch	ZFA:0000423	anterior cardinal vein	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	acv
FBbt:00004086	campaniform sensillum of anterior crossvein	skos:closeMatch	ZFA:0005820	ventral caudal adductor	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	acv
FBbt:00004101	peptidergic neuron	skos:closeMatch	ZFA:0009062	peptidergic neuron	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000110
FBbt:00004101	peptidergic neuron	skos:closeMatch	ZFA:0009062	peptidergic neuron	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	peptidergic neuron
FBbt:00004177	coeloconic sensillum of antennal segment 3	skos:closeMatch	ZFA:0000619	anterior crista	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	ac
FBbt:00004179	sacculus	skos:closeMatch	ZFA:0000428	saccule	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	sacculus
FBbt:00004191	cornea	skos:closeMatch	ZFA:0000640	cornea	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	cornea
FBbt:00004199	lens	skos:closeMatch	ZFA:0000035	lens	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	lens
FBbt:00004200	retina	skos:closeMatch	ZFA:0000152	retina	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	retina
FBbt:00004211	photoreceptor neuron	skos:closeMatch	ZFA:0009127	photoreceptor cell	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	photoreceptor cell
FBbt:00004213	photoreceptor cell R1	skos:closeMatch	ZFA:0001031	rhombomere 1	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r1
FBbt:00004215	photoreceptor cell R2	skos:closeMatch	ZFA:0000822	rhombomere 2	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r2
FBbt:00004217	photoreceptor cell R3	skos:closeMatch	ZFA:0000948	rhombomere 3	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r3
FBbt:00004219	photoreceptor cell R4	skos:closeMatch	ZFA:0001032	rhombomere 4	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r4
FBbt:00004221	photoreceptor cell R5	skos:closeMatch	ZFA:0000823	rhombomere 5	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r5
FBbt:00004223	photoreceptor cell R6	skos:closeMatch	ZFA:0000069	rhombomere 6	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r6
FBbt:00004225	photoreceptor cell R7	skos:closeMatch	ZFA:0000949	rhombomere 7	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r7
FBbt:00004227	photoreceptor cell R8	skos:closeMatch	ZFA:0000153	rhombomere 8	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	r8
FBbt:00004230	pigment cell	skos:closeMatch	ZFA:0009090	pigment cell	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	pigment cell
FBbt:00004478	foramen	skos:closeMatch	ZFA:0005386	foramen	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	foramen
FBbt:00004495	ocellar triangle	skos:closeMatch	ZFA:0005054	inner optic circle	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ioc
FBbt:00004506	lateral ocellus	skos:closeMatch	ZFA:0000059	postoptic commissure	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	poc
FBbt:00004508	eye	skos:closeMatch	ZFA:0000107	eye	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	eye
FBbt:00004767	anterior crossvein	skos:closeMatch	ZFA:0000423	anterior cardinal vein	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	acv
FBbt:00004767	anterior crossvein	skos:closeMatch	ZFA:0005820	ventral caudal adductor	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	acv
FBbt:00004768	posterior crossvein	skos:closeMatch	ZFA:0000477	posterior cardinal vein	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pcv
FBbt:00004772	submarginal cell	skos:closeMatch	ZFA:0009142	B cell	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	b cell
FBbt:00004774	1st posterior cell	skos:closeMatch	ZFA:0009260	parafollicular cell	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	c cell
FBbt:00004775	2nd posterior cell	skos:closeMatch	ZFA:0009228	D cell	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	d cell
FBbt:00004842	epandrial ventral lobe	skos:closeMatch	ZFA:0000121	lateral plate mesoderm	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	lateral plate
FBbt:00004857	reproductive system	skos:closeMatch	ZFA:0000632	reproductive system	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	reproductive system
FBbt:00004858	gonad	skos:closeMatch	ZFA:0000413	gonad	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	gonad
FBbt:00004861	germline stem cell	skos:closeMatch	ZFA:0005956	germline stem cell	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	germline stem cell
FBbt:00004865	ovary	skos:closeMatch	ZFA:0000403	ovary	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	ovary
FBbt:00004886	oocyte	skos:closeMatch	ZFA:0001109	oocyte	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000023
FBbt:00004886	oocyte	skos:closeMatch	ZFA:0001109	oocyte	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	oocyte
FBbt:00004903	follicle stem cell	skos:closeMatch	ZFA:0009307	somatic stem cell	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	rdfs:label	somatic stem cell
FBbt:00004911	oviduct	skos:closeMatch	ZFA:0000560	oviduct	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	oviduct
FBbt:00004928	testis	skos:closeMatch	ZFA:0000598	testis	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	testis
FBbt:00004930	hub cell	skos:closeMatch	ZFA:0009108	Leydig cell	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	interstitial cell
FBbt:00004934	primary gonial cell	skos:closeMatch	ZFA:0009007	spermatogonium	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000020
FBbt:00004935	spermatogonium	skos:closeMatch	ZFA:0009007	spermatogonium	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000020
FBbt:00004935	spermatogonium	skos:closeMatch	ZFA:0009007	spermatogonium	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	spermatogonium
FBbt:00004936	spermatocyte	skos:closeMatch	ZFA:0009005	spermatocyte	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000017
FBbt:00004936	spermatocyte	skos:closeMatch	ZFA:0009005	spermatocyte	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	spermatocyte
FBbt:00004942	spermatid	skos:closeMatch	ZFA:0005769	spermatid	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000018
FBbt:00004942	spermatid	skos:closeMatch	ZFA:0005769	spermatid	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	spermatid
FBbt:00004954	spermatozoon	skos:closeMatch	ZFA:0009006	sperm	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000019
FBbt:00004954	spermatozoon	skos:closeMatch	ZFA:0009006	sperm	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	sperm
FBbt:00004954	spermatozoon	skos:closeMatch	ZFA:0009006	sperm	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	spermatozoon
FBbt:00004993	epidermis	skos:closeMatch	ZFA:0000105	epidermis	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	epidermis
FBbt:00004993	epidermis	skos:closeMatch	ZFA:0001136	hypodermis	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	hypodermis
FBbt:00005055	digestive system	skos:closeMatch	ZFA:0000339	digestive system	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	digestive system
FBbt:00005061	hemolymph	skos:closeMatch	ZFA:0000007	blood	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	blood
FBbt:00005062	prohemocyte	skos:closeMatch	ZFA:0009014	hematopoietic stem cell	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	hsc
FBbt:00005068	endocrine system	skos:closeMatch	ZFA:0001158	endocrine system	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	endocrine system
FBbt:00005070	visceral muscle cell	skos:closeMatch	ZFA:0005274	smooth muscle	semapv:LexicalMatching	oaklib	0.5	oio:hasBroadSynonym	rdfs:label	smooth muscle
FBbt:00005073	somatic muscle cell	skos:closeMatch	ZFA:0009115	skeletal muscle cell	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	skeletal muscle cell
FBbt:00005074	muscle cell	skos:closeMatch	ZFA:0009114	muscle cell	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000187
FBbt:00005074	muscle cell	skos:closeMatch	ZFA:0009114	muscle cell	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	myofiber
FBbt:00005074	muscle cell	skos:closeMatch	ZFA:0009114	muscle cell	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	muscle cell
FBbt:00005083	myoblast	skos:closeMatch	ZFA:0009025	myoblast	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000056
FBbt:00005083	myoblast	skos:closeMatch	ZFA:0009025	myoblast	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	myoblast
FBbt:00005090	tendon cell	skos:closeMatch	ZFA:0009189	tendon cell	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	tendon cell
FBbt:00005093	nervous system	skos:closeMatch	ZFA:0000396	nervous system	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	nervous system
FBbt:00005094	central nervous system	skos:closeMatch	ZFA:0000012	central nervous system	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	cns
FBbt:00005094	central nervous system	skos:closeMatch	ZFA:0000012	central nervous system	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	central nervous system
FBbt:00005095	brain	skos:closeMatch	ZFA:0000008	brain	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	brain
FBbt:00005098	peripheral nervous system	skos:closeMatch	ZFA:0000142	peripheral nervous system	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	pns
FBbt:00005098	peripheral nervous system	skos:closeMatch	ZFA:0000142	peripheral nervous system	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	peripheral nervous system
FBbt:00005105	nerve	skos:closeMatch	ZFA:0007009	nerve	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	nerve
FBbt:00005106	neuron	skos:closeMatch	ZFA:0009248	neuron	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000540
FBbt:00005106	neuron	skos:closeMatch	ZFA:0009248	neuron	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	neuron
FBbt:00005123	motor neuron	skos:closeMatch	ZFA:0009052	motor neuron	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000100
FBbt:00005123	motor neuron	skos:closeMatch	ZFA:0009052	motor neuron	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	motor neuron
FBbt:00005124	sensory neuron	skos:closeMatch	ZFA:0009053	sensory neuron	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000101
FBbt:00005124	sensory neuron	skos:closeMatch	ZFA:0009053	sensory neuron	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	sensory neuron
FBbt:00005125	interneuron	skos:closeMatch	ZFA:0009051	interneuron	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000099
FBbt:00005125	interneuron	skos:closeMatch	ZFA:0009051	interneuron	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	interneuron
