subject_id	object_id	confidence	predicate_id	subject_label	object_label
FBbt:00058306	ZFA:0000608	0.68	skos:exactMatch	ventral transverse muscle	ventral transverse
FBbt:00058304	ZFA:0000201	0.78	skos:exactMatch	dorsal transverse muscle	dorsal transverse
FBbt:00004865	ZFA:0000403	0.88	skos:exactMatch	ovary	ovary
FBbt:00052149	ZFA:0005775	0.92	skos:exactMatch	enteric neuron	enteric neuron
FBbt:00007325	ZFA:0009183	0.88	skos:exactMatch	epidermal cell	epidermal cell
FBbt:00007319	ZFA:0009316	0.86	skos:exactMatch	cardial cell	cardiac muscle cell
FBbt:00004886	ZFA:0001109	1.08	skos:exactMatch	oocyte	oocyte
FBbt:00003764	ZFA:0009293	0.59	skos:exactMatch	s-LNv Pdf neuron	M cell
FBbt:00003154	ZFA:0000114	0.59	skos:exactMatch	adult heart	heart
FBbt:00100291	ZFA:0009290	0.77	skos:exactMatch	glutamatergic neuron	glutamatergic neuron
FBbt:00000004	ZFA:0001114	0.87	skos:exactMatch	head	head
FBbt:00000001	ZFA:0001094	0.83	skos:exactMatch	organism	whole organism
FBbt:00003144	ZFA:0000706	0.88	skos:exactMatch	adult posterior hindgut	posterior intestine
FBbt:00003125	ZFA:0000112	0.69	skos:exactMatch	alimentary canal	gut
FBbt:00002597	ZFA:0005663	0.68	skos:exactMatch	larval abdominal median nerve	dorsal spinal nerve
FBbt:00052197	ZFA:0001108	0.69	skos:exactMatch	anterior dorsal commissure	anterior commissure
FBbt:00005173	ZFA:0000688	0.64	skos:exactMatch	thecogen cell	olfactory support cell
FBbt:00005786	ZFA:0001287	0.78	skos:exactMatch	Malpighian tubule	renal tubule
FBbt:00058893	ZFA:0005145	0.73	skos:exactMatch	tergosternal muscle	muscle
FBbt:00047136	ZFA:0005034	0.62	skos:exactMatch	adult posterior anterior ventral commissure	parachordal vessel
FBbt:00058890	ZFA:0000503	0.61	skos:exactMatch	lateral oblique dorsal muscle	dorsal oblique branchial muscle
FBbt:00005926	ZFA:0009125	0.95	skos:exactMatch	olfactory receptor neuron	olfactory receptor cell
FBbt:00006009	ZFA:0009154	0.81	skos:exactMatch	eye photoreceptor cell	eye photoreceptor cell
FBbt:00045001	ZFA:0009022	0.61	skos:exactMatch	plexiform medulla	megakaryocyte erythroid progenitor cell
FBbt:00005144	ZFA:0009073	0.85	skos:exactMatch	glial cell	glial cell
FBbt:00005140	ZFA:0001328	0.96	skos:exactMatch	neuromere	neuromere
FBbt:00005140	ZFA:0001064	0.66	skos:exactMatch	neuromere	rhombomere
FBbt:00047887	ZFA:0000128	0.72	skos:exactMatch	adult central brain	midbrain
FBbt:00047166	ZFA:0005123	0.91	skos:exactMatch	gut epithelium	gut epithelium
FBbt:00048032	ZFA:0009396	0.86	skos:exactMatch	glycinergic neuron	glycinergic neuron
FBbt:00005133	ZFA:0009361	0.62	skos:exactMatch	serotonergic neuron	serotonergic neuron
FBbt:00005131	ZFA:0009301	0.7	skos:exactMatch	dopaminergic neuron	dopaminergic neuron
FBbt:00005130	ZFA:0009098	0.64	skos:exactMatch	neurosecretory neuron	neuroendocrine cell
FBbt:00005130	ZFA:0009186	0.97	skos:exactMatch	neurosecretory neuron	neurosecretory neuron
FBbt:00005381	ZFA:0000204	0.84	skos:exactMatch	esophagus	esophagus
FBbt:00059084	ZFA:0005816	0.67	skos:exactMatch	dorsal protractor muscle	dorsal fin protractor
FBbt:00047177	ZFA:0009129	0.65	skos:exactMatch	midgut enterocyte	absorptive cell
FBbt:00058848	ZFA:0000510	0.38	skos:exactMatch	levator muscle	external levatores
FBbt:00005128	ZFA:0009066	0.9	skos:exactMatch	pioneer neuron	pioneer neuron
FBbt:00005127	ZFA:0009255	0.78	skos:exactMatch	optic lobe amacrine neuron	amacrine cell
FBbt:00005125	ZFA:0009051	0.91	skos:exactMatch	interneuron	interneuron
FBbt:00005124	ZFA:0009053	0.92	skos:exactMatch	sensory neuron	sensory neuron
FBbt:00005123	ZFA:0009052	0.98	skos:exactMatch	motor neuron	motor neuron
FBbt:00058842	ZFA:0005270	0.92	skos:exactMatch	depressor muscle	depressor muscle
FBbt:00058840	ZFA:0005268	0.8	skos:exactMatch	adductor muscle	adductor muscle
FBbt:00005376	ZFA:0000088	0.87	skos:exactMatch	yolk sac	yolk syncytial layer
FBbt:00085378	ZFA:0000038	0.61	skos:exactMatch	section of wing margin	margin
FBbt:00100318	ZFA:0009386	0.52	skos:exactMatch	somatic cell	somatic cell
FBbt:00001135	ZFA:0000068	0.84	skos:exactMatch	proneural cluster	proneural cluster
FBbt:00100314	ZFA:0005171	0.77	skos:exactMatch	duct	duct
FBbt:00005110	ZFA:0009209	0.56	skos:exactMatch	dendrite	dendritic cell
FBbt:00046052	ZFA:0009082	0.63	skos:exactMatch	fat cell	fat cell
FBbt:00100138	ZFA:0000029	0.7	skos:exactMatch	larval gnathal ganglion	hindbrain
FBbt:00000381	ZFA:0005702	0.75	skos:exactMatch	larval lateral G tracheal branch 10	lg1
FBbt:00005558	ZFA:0001178	0.62	skos:exactMatch	ventral ectoderm	non neural ectoderm
FBbt:00047212	ZFA:0005031	0.76	skos:exactMatch	longitudinal vein	dorsal longitudinal vein
FBbt:00000377	ZFA:0005708	0.68	skos:exactMatch	larval lateral G tracheal branch 6	lg6
FBbt:00000376	ZFA:0005706	0.68	skos:exactMatch	larval lateral G tracheal branch 5	lg5
FBbt:00004230	ZFA:0009090	0.59	skos:exactMatch	pigment cell	pigment cell
FBbt:00051963	ZFA:0009239	1.0	skos:exactMatch	efferent neuron	efferent neuron
FBbt:00000375	ZFA:0005720	0.67	skos:exactMatch	larval lateral G tracheal branch 4	lateral protoglomerulus 4
FBbt:00000375	ZFA:0005705	0.68	skos:exactMatch	larval lateral G tracheal branch 4	lG4
FBbt:00100120	ZFA:0000423	0.55	skos:exactMatch	campaniform sensillum anterior crossvein neuron	anterior cardinal vein
FBbt:00001105	ZFA:0001108	0.66	skos:exactMatch	larval anterior commissure	anterior commissure
FBbt:00004211	ZFA:0009127	0.71	skos:exactMatch	photoreceptor neuron	photoreceptor cell
FBbt:00007294	ZFA:0009096	0.84	skos:exactMatch	endocrine cell	endocrine cell
FBbt:00004200	ZFA:0000152	0.89	skos:exactMatch	retina	retina
FBbt:00001956	ZFA:0000435	0.9	skos:exactMatch	optic nerve	cranial nerve II
FBbt:00100505	ZFA:0009075	0.69	skos:exactMatch	astrocyte-like glial cell	astrocyte
FBbt:00007281	ZFA:0000019	0.61	skos:exactMatch	epiphysis	epiphysis
FBbt:00007693	ZFA:0009185	0.54	skos:exactMatch	sensory system neuron	sensory processing neuron
FBbt:00007692	ZFA:0000282	0.86	skos:exactMatch	sensory system	sensory system
FBbt:00007690	ZFA:0001101	0.97	skos:exactMatch	gustatory system	gustatory system
FBbt:00004993	ZFA:0000105	0.85	skos:exactMatch	epidermis	epidermis
FBbt:00004993	ZFA:0001136	0.61	skos:exactMatch	epidermis	hypodermis
FBbt:00007277	ZFA:0001478	0.79	skos:exactMatch	anatomical cluster	anatomical cluster
FBbt:00007688	ZFA:0001149	0.97	skos:exactMatch	olfactory system	olfactory system
FBbt:00004774	ZFA:0009260	0.64	skos:exactMatch	1st posterior cell	parafollicular cell
FBbt:00004772	ZFA:0009142	0.58	skos:exactMatch	submarginal cell	B cell
FBbt:00004515	ZFA:0000533	0.62	skos:exactMatch	third segment of antenna	lateral funiculus
FBbt:00004515	ZFA:0000501	0.67	skos:exactMatch	third segment of antenna	dorsal funiculus
FBbt:00004515	ZFA:0000605	0.62	skos:exactMatch	third segment of antenna	ventral funiculus
FBbt:00004508	ZFA:0000107	0.97	skos:exactMatch	eye	eye
FBbt:00001573	ZFA:0009248	0.77	skos:exactMatch	EN neuron	neuron
FBbt:00047735	ZFA:0001127	0.85	skos:exactMatch	visual system	visual system
FBbt:00004506	ZFA:0000059	0.61	skos:exactMatch	lateral ocellus	postoptic commissure
FBbt:00001931	ZFA:0000137	0.6	skos:exactMatch	embryonic/larval optic stalk	optic stalk
FBbt:00007042	ZFA:0009269	0.9	skos:exactMatch	enterocyte	enterocyte
FBbt:00007042	ZFA:0009129	0.68	skos:exactMatch	enterocyte	absorptive cell
FBbt:00007038	ZFA:0009097	0.94	skos:exactMatch	enteroendocrine cell	enteroendocrine cell
FBbt:00007035	ZFA:0001076	0.7	skos:exactMatch	adult anterior hindgut	intestinal bulb
FBbt:00004954	ZFA:0009006	0.9	skos:exactMatch	spermatozoon	sperm
FBbt:00007019	ZFA:0001487	0.59	skos:exactMatch	portion of organism substance	portion of organism substance
FBbt:00003921	ZFA:0000556	0.89	skos:exactMatch	optic chiasma	optic chiasm
FBbt:00007017	ZFA:0001643	0.82	skos:exactMatch	anatomical space	anatomical space
FBbt:00007014	ZFA:0005957	0.9	skos:exactMatch	stem cell	stem cell
FBbt:00007013	ZFA:0000382	0.75	skos:exactMatch	acellular anatomical structure	acellular anatomical structure
FBbt:00007011	ZFA:0000303	0.91	skos:exactMatch	female organism	female organism
FBbt:00004942	ZFA:0005769	0.94	skos:exactMatch	spermatid	spermatid
FBbt:00007005	ZFA:0001486	0.77	skos:exactMatch	epithelium	epithelium
FBbt:00007004	ZFA:0000242	0.91	skos:exactMatch	male organism	male organism
FBbt:00004930	ZFA:0009108	0.66	skos:exactMatch	hub cell	Leydig cell
FBbt:00111304	ZFA:0000588	0.57	skos:exactMatch	adult sex peptide abdominal ganglion neuron	statoacoustic (VIII) ganglion
FBbt:00007228	ZFA:0009276	0.76	skos:exactMatch	GABAergic neuron	GABAergic neuron
FBbt:00004928	ZFA:0000598	0.88	skos:exactMatch	testis	testis
FBbt:00004199	ZFA:0000035	0.85	skos:exactMatch	lens	lens
FBbt:00001061	ZFA:0000063	0.65	skos:exactMatch	ventral neurectoderm	presumptive neural plate
FBbt:00001061	ZFA:0001120	0.87	skos:exactMatch	ventral neurectoderm	neuroectoderm
FBbt:00005095	ZFA:0000008	0.82	skos:exactMatch	brain	brain
FBbt:00004191	ZFA:0000640	0.85	skos:exactMatch	cornea	cornea
FBbt:00005094	ZFA:0000012	0.81	skos:exactMatch	central nervous system	central nervous system
FBbt:00005090	ZFA:0005647	0.66	skos:exactMatch	tendon cell	tendon
FBbt:00005090	ZFA:0009189	0.69	skos:exactMatch	tendon cell	tendon cell
FBbt:00002719	ZFA:0000118	0.74	skos:exactMatch	hypophysis	hypophysis
FBbt:00005083	ZFA:0009025	0.76	skos:exactMatch	myoblast	myoblast
FBbt:00004179	ZFA:0000428	0.84	skos:exactMatch	sacculus	saccule
FBbt:00004911	ZFA:0000560	0.65	skos:exactMatch	oviduct	oviduct
FBbt:00005074	ZFA:0009114	0.67	skos:exactMatch	muscle cell	muscle cell
FBbt:00005073	ZFA:0009115	0.84	skos:exactMatch	somatic muscle cell	skeletal muscle cell
FBbt:00004767	ZFA:0000423	0.67	skos:exactMatch	anterior crossvein	anterior cardinal vein
FBbt:00004768	ZFA:0000477	0.67	skos:exactMatch	posterior crossvein	posterior cardinal vein
FBbt:00000126	ZFA:0000041	0.84	skos:exactMatch	mesoderm	mesoderm
FBbt:00005068	ZFA:0001158	0.84	skos:exactMatch	endocrine system	endocrine system
FBbt:00000125	ZFA:0000017	0.89	skos:exactMatch	endoderm	endoderm
FBbt:00000124	ZFA:0009034	0.87	skos:exactMatch	epithelial cell	epithelial cell
FBbt:00004935	ZFA:0009007	0.92	skos:exactMatch	spermatogonium	spermatogonium
FBbt:00005062	ZFA:0009014	0.64	skos:exactMatch	prohemocyte	hematopoietic stem cell
FBbt:00005061	ZFA:0000007	0.75	skos:exactMatch	hemolymph	blood
FBbt:00000111	ZFA:0000016	0.88	skos:exactMatch	ectoderm	ectoderm
FBbt:00005055	ZFA:0000339	0.83	skos:exactMatch	digestive system	digestive system
FBbt:00004936	ZFA:0009005	0.9	skos:exactMatch	spermatocyte	spermatocyte
FBbt:00004957	ZFA:0001268	0.58	skos:exactMatch	testicular duct	sperm duct
FBbt:00003126	ZFA:0000547	0.6	skos:exactMatch	adult mouth	mouth
FBbt:00049543	ZFA:0009066	0.67	skos:exactMatch	small undifferentiated primary neuron	pioneer neuron
FBbt:00007427	ZFA:0000059	0.66	skos:exactMatch	posterior optic commissure	postoptic commissure
FBbt:00004861	ZFA:0005956	0.91	skos:exactMatch	germline stem cell	germline stem cell
FBbt:00111204	ZFA:0007006	0.62	skos:exactMatch	embryonic/larval superior clamp	lip
FBbt:00015288	ZFA:0001570	0.87	skos:exactMatch	unfertilized egg	unfertilized egg
FBbt:00047153	ZFA:0000066	0.64	skos:exactMatch	anus	proctodeum
FBbt:00004979	ZFA:0009366	0.79	skos:exactMatch	trichome	hair cell
FBbt:00004101	ZFA:0009062	0.84	skos:exactMatch	peptidergic neuron	peptidergic neuron
FBbt:00047143	ZFA:0000112	0.84	skos:exactMatch	gut	gut
FBbt:00111739	ZFA:0000092	0.93	skos:exactMatch	midline	axis
FBbt:00004499	ZFA:0005892	0.8	skos:exactMatch	occipital foramen	lateral occipital foramen
FBbt:00004495	ZFA:0005054	0.65	skos:exactMatch	ocellar triangle	inner optic circle
FBbt:00005379	ZFA:0001076	0.74	skos:exactMatch	foregut	intestinal bulb
FBbt:00005380	ZFA:0000056	0.91	skos:exactMatch	pharynx	pharynx
FBbt:00048500	ZFA:0009049	0.6	skos:exactMatch	larval antennal-pharyngeal nerve motor neuron	mature neutrophil
FBbt:00048500	ZFA:0009327	0.59	skos:exactMatch	larval antennal-pharyngeal nerve motor neuron	neutrophil
FBbt:00005288	ZFA:0005772	0.84	skos:exactMatch	fertilized egg	fertilized egg
FBbt:00005112	ZFA:0001356	0.94	skos:exactMatch	nerve terminal	terminal nerve
FBbt:00058996	ZFA:0001327	0.53	skos:exactMatch	abdominal ventral muscle	abdominal musculature
FBbt:00004478	ZFA:0005386	0.85	skos:exactMatch	foramen	foramen
FBbt:00058979	ZFA:0001327	0.54	skos:exactMatch	abdominal dorsal muscle	abdominal musculature
FBbt:00005684	ZFA:0000028	0.72	skos:exactMatch	heart primordium	heart primordium
FBbt:00001040	ZFA:0001675	0.75	skos:exactMatch	embryonic/larval alary muscle cell	ligament
FBbt:00005145	ZFA:0009010	0.82	skos:exactMatch	glioblast	glioblast
FBbt:00001685	ZFA:0009048	0.65	skos:exactMatch	embryonic/larval plasmatocyte	granulocyte
FBbt:00001685	ZFA:0009285	0.69	skos:exactMatch	embryonic/larval plasmatocyte	podocyte
FBbt:00005812	ZFA:0009114	0.52	skos:exactMatch	myotube	muscle cell
FBbt:00040072	ZFA:0009021	0.63	skos:exactMatch	posterior slope	common myeloid progenitor
FBbt:00001675	ZFA:0000114	0.57	skos:exactMatch	embryonic/larval heart	heart
FBbt:00003874	ZFA:0005234	0.66	skos:exactMatch	lobula columnar neuron LC4	CoLA
FBbt:00001666	ZFA:0009234	0.67	skos:exactMatch	cardioblast	cardiac muscle myoblast
FBbt:00005098	ZFA:0000142	0.84	skos:exactMatch	peripheral nervous system	peripheral nervous system
FBbt:00005378	ZFA:0000038	0.87	skos:exactMatch	wing margin	margin
FBbt:00058901	ZFA:0005269	0.65	skos:exactMatch	basalar muscle 49	abductor muscle
FBbt:00004094	ZFA:0005663	0.73	skos:exactMatch	adult dorsal metathoracic nerve	dorsal spinal nerve
FBbt:00003232	ZFA:0009291	0.65	skos:exactMatch	embryonic precursor cell of adult muscle	muscle precursor cell
FBbt:00040005	ZFA:0005907	0.85	skos:exactMatch	synaptic neuropil	tectal neuropile
FBbt:00004086	ZFA:0005820	0.61	skos:exactMatch	campaniform sensillum of anterior crossvein	ventral caudal adductor
