subject_id	object_id	confidence	predicate_id	subject_label	object_label
MONDO:0008263	NCIT:C123167	0.87	skos:exactMatch	polycystic kidney disease 1	Autosomal Dominant Polycystic Kidney Disease Type I
MONDO:0007416	NCIT:C123025	0.79	skos:exactMatch	Balkan nephropathy	Aristolochic Acid Nephropathy
MONDO:0020642	NCIT:C75464	1.02	skos:exactMatch	polycystic kidney disease	Polycystic Kidney Disease
MONDO:0008679	NCIT:C27730	0.69	skos:exactMatch	Wilms tumor 1	Childhood Kidney Wilms Tumor
MONDO:0008680	NCIT:C7841	0.61	skos:exactMatch	Wilms tumor 2	Stage II Kidney Wilms Tumor
MONDO:0008680	NCIT:C27730	0.69	skos:exactMatch	Wilms tumor 2	Childhood Kidney Wilms Tumor
MONDO:0002350	NCIT:C35337	1.03	skos:exactMatch	familial nephrotic syndrome	Congenital Nephrotic Syndrome
MONDO:0024633	NCIT:C4757	0.96	skos:exactMatch	hypertensive nephropathy	Hypertensive Nephropathy
MONDO:0033004	NCIT:C84579	0.84	skos:exactMatch	polycystic kidney disease 4	Autosomal Recessive Polycystic Kidney Disease
MONDO:0008073	NCIT:C123172	0.74	skos:exactMatch	familial juvenile hyperuricemic nephropathy type 1	Medullary Cystic Kidney Disease Type II
MONDO:0019741	NCIT:C34750	0.87	skos:exactMatch	familial cystic renal disease	Cystic Kidney Disease
MONDO:0005798	NCIT:C26918	0.87	skos:exactMatch	HIV-associated nephropathy	HIV-Associated Nephropathy
MONDO:0008683	NCIT:C7842	0.67	skos:exactMatch	Wilms tumor 3	Stage III Kidney Wilms Tumor
MONDO:0011056	NCIT:C7843	0.61	skos:exactMatch	Wilms tumor 4	Stage IV Kidney Wilms Tumor
MONDO:0014005	NCIT:C34644	0.68	skos:exactMatch	immunoglobulin-mediated membranoproliferative glomerulonephritis	Membranoproliferative Glomerulonephritis
MONDO:0014005	NCIT:C123055	0.62	skos:exactMatch	immunoglobulin-mediated membranoproliferative glomerulonephritis	Immune Complex Mediated Membranoproliferative Glomerulonephritis
MONDO:0003321	NCIT:C8496	1.05	skos:exactMatch	hereditary Wilms tumor	Hereditary Kidney Wilms Tumor
MONDO:0007671	NCIT:C187984	0.87	skos:exactMatch	fibronectin glomerulopathy	Glomerulopathy with Fibronectin Deposits-2
MONDO:0011303	NCIT:C37308	0.65	skos:exactMatch	focal segmental glomerulosclerosis 1	Focal Segmental Glomerulosclerosis
MONDO:0019006	NCIT:C122796	0.85	skos:exactMatch	familial idiopathic steroid-resistant nephrotic syndrome	Idiopathic Nephrotic Syndrome
MONDO:0011112	NCIT:C7844	0.6	skos:exactMatch	Wilms tumor 5	Stage V Kidney Wilms Tumor
MONDO:0003789	NCIT:C6975	0.67	skos:exactMatch	hereditary papillary renal cell carcinoma	Papillary Renal Cell Carcinoma
MONDO:0003789	NCIT:C9222	0.92	skos:exactMatch	hereditary papillary renal cell carcinoma	Hereditary Papillary Renal Cell Carcinoma
MONDO:0005342	NCIT:C35280	0.96	skos:exactMatch	IgA glomerulonephritis	Focal Glomerulonephritis
MONDO:0005342	NCIT:C34643	0.61	skos:exactMatch	IgA glomerulonephritis	IgA Nephropathy
MONDO:0014099	NCIT:C123071	0.75	skos:exactMatch	nephrotic syndrome, type 8	Nephrotic Syndrome - ARHGDIA Associated
